trial_id,looming_start_frame,looming_start_time,bhvr1,bhvr2,bhvr3,bhvr4,bhvr5
G5M3D1T4,22363,"4, 0:18:36.959524",,,,,
G5M3D1T5,27854,"5, 0:23:11.476630",,,,,
G5M3D1T6,34365,"6, 0:28:37.017077",,,,,
G5M3D1T7,38902,"7, 0:32:23.855888",,,,,
G5M3D1T8,41743,"8, 0:34:45.904735",,,,,
G5M3D2T1,15262,"1, 0:12:42.064944",,,,,
G5M3D2T2,18108,"2, 0:15:04.329855",,,,,
G5M3D2T3,20661,"3, 0:17:12.011668",,,,,
G5M3D2T4,23121,"4, 0:19:14.967952",,,,,
G5M3D2T5,28569,"5, 0:23:47.383973",,,,,
G5M3D2T6,35704,"6, 0:29:44.113511",,,,,
G5M3D2T7,43717,"7, 0:36:24.710573",,,,,
G5M3D2T8,46505,"8, 0:38:44.132749",,,,,
G5M3D3T1,12353,"1, 0:10:16.713096",,,,,
G5M3D3T2,14636,"2, 0:12:10.870448",,,,,
G5M3D3T3,19952,"3, 0:16:36.647327",,,,,
G5M3D3T4,21373,"4, 0:17:47.683402",,,,,
G5M3D3T5,23833,"5, 0:19:50.699846",,,,,
G5M3D3T6,31874,"6, 0:26:32.723717",,,,,
G5M3D3T7,34807,"7, 0:28:59.372782",,,,,
G5M3D3T8,40055,"8, 0:33:21.745212",,,,,
G5M3D4T1,28530,"1, 0:23:45.146336",,,,,
G5M3D4T2,30238,"2, 0:25:10.546717",,,,,
G5M3D4T3,34802,"3, 0:28:58.713146",,,,,
G5M3D4T4,39170,"4, 0:32:37.162652",,,,,
G5M3D5T1,14225,"1, 0:11:50.151633",,,,,
G5M3D5T2,19309,"2, 0:16:04.292358",,,,,
G5M3D5T3,20642,"3, 0:17:10.948861",,,,,
G5M3D5T4,26598,"4, 0:22:08.779617",,,,,
G5M3D5T5,30335,"5, 0:25:15.569319",,,,,
G5M3D5T6,34860,"6, 0:29:01.852046",,,,,
G5M3D5T7,37471,"7, 0:31:12.389091",,,,,
G5M3D5T8,39925,"8, 0:33:15.095838",,,,,
G5M3D5T9,45083,"9, 0:37:32.970965",,,,,
G5M4D1T1,12184,"1, 0:10:06.903089",,,,,
G5M4D1T2,14157,"2, 0:11:45.518330",,,,,
G5M4D1T3,17291,"3, 0:14:22.250987",,,,,
G5M4D1T4,20251,"4, 0:16:50.219632",,,,,
G5M4D1T5,23134,"5, 0:19:14.402244",,,,,
G5M4D1T6,25426,"6, 0:21:08.984506",,,,,
G5M4D1T7,27618,"7, 0:22:58.568319",,,,,
G5M4D1T8,29939,"8, 0:24:54.600719",,,,,
G5M4D1T9,31353,"9, 0:26:05.285654",,,,,
G5M4D1T10,32862,"10, 0:27:20.750302",,,,,
G5M4D1T11,35145,"11, 0:29:14.902214",,,,,
G5M4D1T12,37124,"12, 0:30:53.819917",,,,,
G5M4D1T13,39307,"13, 0:32:43.017785",,,,,
G5M4D1T14,42725,"14, 0:35:33.883586",,,,,
G5M4D1T15,45649,"15, 0:38:00.052254",,,,,
G5M4D2T1,12672,"1, 0:10:32.979441",,,,,
G5M4D2T2,15308,"2, 0:12:44.733793",,,,,
G5M4D2T3,18811,"3, 0:15:39.934766",,,,,
G5M4D2T4,21343,"4, 0:17:46.499807",,,,,
G5M4D2T5,27305,"5, 0:22:44.583796",,,,,
G5M4D2T6,36152,"6, 0:30:06.950442",,,,,
G5M4D2T7,39043,"7, 0:32:31.432715",,,,,
G5M4D3T1,12172,"1, 0:10:05.222777",,,,,
G5M4D3T2,13737,"2, 0:11:23.464109",,,,,
G5M4D3T3,18185,"3, 0:15:05.814224",,,,,
G5M4D3T4,20517,"4, 0:17:02.415628",,,,,
G5M4D3T5,23247,"5, 0:19:18.914571",,,,,
G5M4D3T6,25063,"6, 0:20:49.698640",,,,,
G5M4D3T7,26443,"7, 0:21:58.714582",,,,,
G5M4D3T8,28217,"8, 0:23:27.397797",,,,,
G5M4D3T9,32834,"9, 0:27:18.214587",,,,,
G5M4D3T10,35068,"10, 0:29:09.967861",,,,,
G5M4D3T11,40366,"11, 0:33:34.847307",,,,,
G5M4D3T12,41809,"12, 0:34:46.981474",,,,,
G5M4D3T13,43739,"13, 0:36:23.464221",,,,,
G5M4D4T1,12937,"1, 0:10:44.066498",,,,,
G5M4D4T2,16993,"2, 0:14:06.827583",,,,,
G5M4D4T3,19891,"3, 0:16:31.730856",,,,,
G5M4D4T4,22783,"4, 0:18:56.349634",,,,,
G5M4D4T5,24569,"5, 0:20:25.638397",,,,,
G5M4D4T6,31108,"6, 0:25:52.582419",,,,,
G5M4D4T7,37390,"7, 0:31:06.684139",,,,,
G5M4D4T8,39384,"8, 0:32:46.352031",,,,,
G5M4D4T9,43711,"9, 0:36:22.681299",,,,,
G5M4D5T1,12060,"1, 0:10:00.061310",,,,,
G5M4D5T2,13977,"2, 0:11:35.877114",,,,,
G5M4D5T3,17236,"3, 0:14:18.831330",,,,,
G5M4D5T4,19979,"4, 0:16:35.978826",,,,,
G5M4D5T5,21350,"5, 0:17:44.515420",,,,,
G5M4D5T6,24906,"6, 0:20:42.315339",,,,,
G5M4D5T7,26866,"7, 0:22:20.313772",,,,,
G5M4D5T8,30521,"8, 0:25:23.061729",,,,,
G5M4D5T9,32598,"9, 0:27:06.910878",,,,,
G5M4D5T10,36058,"10, 0:29:59.924920",,,,,
G5M4D5T11,37901,"11, 0:31:32.029100",,,,,
G5M4D5T12,40849,"12, 0:33:59.457179",,,,,
G5M4D5T13,44147,"13, 0:36:44.336611",,,,,
G5M4D5T14,46078,"14, 0:38:20.899411",,,,,
G5M5D1T1,12806,"1, 0:10:39.014434",,,,,
G5M5D1T2,15187,"2, 0:12:38.081848",,,,,
G5M5D1T3,17439,"3, 0:14:30.632456",,,,,
G5M5D1T4,19587,"4, 0:16:18.047881",,,,,
G5M5D1T5,21517,"5, 0:17:54.532046",,,,,
G5M5D1T6,24027,"6, 0:20:00.050237",,,,,
G5M5D1T7,26277,"7, 0:21:52.547921",,,,,
G5M5D1T8,27820,"8, 0:23:09.682132",,,,,
G5M5D1T9,29729,"9, 0:24:45.147429",,,,,
G5M5D1T10,38058,"10, 0:31:41.582347",,,,,
G5M5D1T11,39699,"11, 0:33:03.599155",,,,,
G5M5D1T12,42524,"12, 0:35:24.830507",,,,,
G5M5D1T13,44729,"13, 0:37:15.098933",,,,,
G5M5D2T1,14496,"1, 0:12:03.645346",,,,,
G5M5D2T2,17308,"2, 0:14:24.243650",,,,,
G5M5D2T3,19268,"3, 0:16:02.227918",,,,,
G5M5D2T4,21632,"4, 0:18:00.460369",,,,,
G5M5D2T5,23472,"5, 0:19:32.411754",,,,,
G5M5D2T6,33288,"6, 0:27:43.226085",,,,,
G5M5D3T1,13400,"1, 0:11:08.904716",,,,,
G5M5D3T2,15779,"2, 0:13:07.856258",,,,,
G5M5D3T3,18974,"3, 0:15:47.640761",,,,,
G5M5D3T4,25223,"4, 0:21:00.038671",,,,,
G5M5D3T5,27926,"5, 0:23:15.190052",,,,,
G5M5D3T6,30711,"6, 0:25:34.422160",,,,,
G5M5D3T7,32088,"7, 0:26:43.272207",,,,,
G5M5D3T8,34485,"8, 0:28:43.122208",,,,,
G5M5D3T9,35850,"9, 0:29:51.337669",,,,,
G5M5D3T10,39446,"10, 0:32:51.157561",,,,,
G5M5D4T1,12432,"1, 0:10:19.433771",,,,,
G5M5D4T2,14452,"2, 0:12:00.449653",,,,,
G5M5D4T3,16176,"3, 0:13:26.608304",,,,,
G5M5D4T4,19985,"4, 0:16:37.075555",,,,,
G5M5D4T5,25008,"5, 0:20:48.183266",,,,,
G5M5D4T6,27099,"6, 0:22:32.738615",,,,,
G5M5D4T7,35789,"7, 0:29:47.229997",,,,,
G5M5D4T8,37893,"8, 0:31:32.419120",,,,,
G5M5D4T9,42299,"9, 0:35:12.729934",,,,,
G5M5D5T1,12185,"1, 0:10:05.080832",,,,,
G5M5D5T2,16807,"2, 0:13:56.155441",,,,,
G5M5D5T3,18529,"3, 0:15:22.239164",,,,,
G5M5D5T4,25182,"4, 0:20:54.914114",,,,,
G5M5D5T5,27371,"5, 0:22:44.338664",,,,,
G5M5D5T6,29859,"6, 0:24:48.705937",,,,,
G5M5D5T7,35158,"7, 0:29:13.651641",,,,,
G5M5D5T8,39889,"8, 0:33:10.237382",,,,,
G5M5D5T9,43538,"9, 0:36:12.638082",,,,,
G5M5D5T10,46728,"10, 0:38:52.168790",,,,,
G5M6D1T1,12888,"1, 0:10:42.059150",,,,,
G5M6D1T2,16153,"2, 0:13:25.276286",,,,,
G5M6D1T3,19789,"3, 0:16:27.104504",,,,,
G5M6D1T4,22571,"4, 0:18:46.175357",,,,,
G5M6D1T5,27564,"5, 0:22:55.826062",,,,,
G5M6D1T6,32579,"6, 0:27:06.575834",,,,,
G5M6D1T7,34897,"7, 0:29:02.459839",,,,,
G5M6D1T8,36787,"8, 0:30:36.958454",,,,,
G5M6D1T9,39621,"9, 0:32:58.626278",,,,,
G5M6D1T10,43636,"10, 0:36:19.374977",,,,,
G5M6D1T11,45853,"11, 0:38:10.257689",,,,,
G5M6D1T12,47562,"12, 0:39:35.690818",,,,,
G5M6D2T1,17825,"1, 0:14:49.972933",,,,,
G5M6D2T2,31640,"2, 0:26:20.689024",,,,,
G5M6D2T3,36605,"3, 0:30:28.958179",,,,,
G5M6D2T4,40521,"4, 0:33:44.723538",,,,,
G5M6D2T5,42372,"5, 0:35:17.272655",,,,,
G5M6D3T1,13187,"1, 0:10:53.992140",,,,,
G5M6D3T2,16648,"2, 0:13:47.059403",,,,,
G5M6D3T3,22976,"3, 0:19:03.411931",,,,,
G5M6D3T4,25054,"4, 0:20:47.340971",,,,,
G5M6D3T5,27729,"5, 0:23:01.077802",,,,,
G5M6D3T6,30031,"6, 0:24:56.175849",,,,,
G5M6D3T7,32381,"7, 0:26:53.642649",,,,,
G5M6D3T8,34820,"8, 0:28:55.642757",,,,,
G5M6D3T9,45316,"9, 0:37:40.426964",,,,,
G5M6D3T10,47538,"10, 0:39:31.476907",,,,,
G5M6D4T1,12328,"1, 0:10:13.750734",,,,,
G5M6D4T2,15126,"2, 0:12:33.681250",,,,,
G5M6D4T3,17179,"3, 0:14:16.333087",,,,,
G5M6D4T4,19351,"4, 0:16:04.904942",,,,,
G5M6D4T5,23499,"5, 0:19:32.324348",,,,,
G5M6D4T6,30637,"6, 0:25:29.165763",,,,,
G5M6D4T7,33830,"7, 0:28:08.816157",,,,,
G5M6D4T8,35829,"8, 0:29:48.772341",,,,,
G5M6D4T9,37626,"9, 0:31:18.621368",,,,,
G5M6D4T10,43654,"10, 0:36:20.039083",,,,,
G5M6D4T11,46335,"11, 0:38:34.069873",,,,,
G5M6D5T1,13081,"1, 0:10:50.616553",,,,,
G5M6D5T2,16434,"2, 0:13:38.247679",,,,,
G5M6D5T3,18811,"3, 0:15:37.113862",,,,,
G5M6D5T4,21475,"4, 0:17:50.272220",,,,,
G5M6D5T5,24197,"5, 0:20:06.405717",,,,,
G5M6D5T6,25813,"6, 0:21:27.186212",,,,,
G5M6D5T7,28334,"7, 0:23:33.222884",,,,,
G5M6D5T8,33143,"8, 0:27:33.703844",,,,,
G5M6D5T9,35841,"9, 0:29:48.570011",,,,,
G5M6D5T10,37838,"10, 0:31:28.422324",,,,,
G5M6D5T11,40694,"11, 0:33:51.235555",,,,,
G5M6D5T12,42366,"12, 0:35:14.801969",,,,,
G5M6D5T13,47743,"13, 0:39:43.656749",,,,,
